random	SNP_n	Gene_n
gtex_rsid5554.bed	1	2
gtex_rsid5555.bed	5	6
gtex_rsid5556.bed	2	2
gtex_rsid5557.bed	4	6
gtex_rsid5558.bed	8	13
gtex_rsid5559.bed	8	14
gtex_rsid5560.bed	7	9
gtex_rsid5561.bed	5	9
gtex_rsid5562.bed	8	31
gtex_rsid5563.bed	6	20
gtex_rsid5564.bed	2	4
gtex_rsid5565.bed	2	2
gtex_rsid5566.bed	6	14
gtex_rsid5567.bed	7	16
gtex_rsid5568.bed	5	5
gtex_rsid5569.bed	2	2
gtex_rsid5570.bed	6	15
gtex_rsid5571.bed	5	10
gtex_rsid5572.bed	5	9
gtex_rsid5573.bed	7	12
gtex_rsid5574.bed	9	13
gtex_rsid5575.bed	8	10
gtex_rsid5576.bed	7	16
gtex_rsid5577.bed	0	0
gtex_rsid5578.bed	7	17
gtex_rsid5579.bed	3	5
gtex_rsid5580.bed	3	4
gtex_rsid5581.bed	4	16
gtex_rsid5582.bed	4	4
gtex_rsid5583.bed	3	9
gtex_rsid5584.bed	4	5
gtex_rsid5585.bed	6	11
gtex_rsid5586.bed	3	3
gtex_rsid5587.bed	6	20
gtex_rsid5588.bed	4	5
gtex_rsid5589.bed	7	18
gtex_rsid5590.bed	5	7
gtex_rsid5591.bed	7	11
gtex_rsid5592.bed	3	12
gtex_rsid5593.bed	7	17
gtex_rsid5594.bed	1	1
gtex_rsid5595.bed	3	5
gtex_rsid5596.bed	7	16
gtex_rsid5597.bed	3	3
gtex_rsid5598.bed	5	42
gtex_rsid5599.bed	4	15
gtex_rsid5600.bed	6	7
gtex_rsid5601.bed	5	18
gtex_rsid5602.bed	9	19
gtex_rsid5603.bed	8	20
gtex_rsid5604.bed	6	10
gtex_rsid5605.bed	4	11
gtex_rsid5606.bed	5	7
gtex_rsid5607.bed	5	8
gtex_rsid5608.bed	6	11
gtex_rsid5609.bed	4	9
gtex_rsid5610.bed	3	6
gtex_rsid5611.bed	8	15
gtex_rsid5612.bed	3	4
gtex_rsid5613.bed	1	4
gtex_rsid5614.bed	1	27
gtex_rsid5615.bed	2	4
gtex_rsid5616.bed	3	14
gtex_rsid5617.bed	4	9
gtex_rsid5618.bed	7	15
gtex_rsid5619.bed	2	3
gtex_rsid5620.bed	9	15
gtex_rsid5621.bed	3	5
gtex_rsid5622.bed	6	24
gtex_rsid5623.bed	3	3
gtex_rsid5624.bed	4	8
gtex_rsid5625.bed	3	5
gtex_rsid5626.bed	4	6
gtex_rsid5627.bed	3	11
gtex_rsid5628.bed	6	9
gtex_rsid5629.bed	4	8
gtex_rsid5630.bed	1	2
gtex_rsid5631.bed	6	9
gtex_rsid5632.bed	4	5
gtex_rsid5633.bed	5	11
gtex_rsid5634.bed	2	2
gtex_rsid5635.bed	5	13
gtex_rsid5636.bed	8	13
gtex_rsid5637.bed	4	9
gtex_rsid5638.bed	3	3
gtex_rsid5639.bed	5	8
gtex_rsid5640.bed	4	7
gtex_rsid5641.bed	6	16
gtex_rsid5642.bed	4	9
gtex_rsid5643.bed	0	0
gtex_rsid5644.bed	7	14
gtex_rsid5645.bed	4	5
gtex_rsid5646.bed	7	18
gtex_rsid5647.bed	1	5
gtex_rsid5648.bed	6	7
gtex_rsid5649.bed	7	13
gtex_rsid5650.bed	5	6
gtex_rsid5651.bed	5	7
gtex_rsid5652.bed	7	14
gtex_rsid5653.bed	5	9
gtex_rsid5654.bed	3	11
gtex_rsid5655.bed	4	6
gtex_rsid5656.bed	5	6
gtex_rsid5657.bed	1	1
gtex_rsid5658.bed	4	6
gtex_rsid5659.bed	3	4
gtex_rsid5660.bed	4	6
gtex_rsid5661.bed	6	14
gtex_rsid5662.bed	1	1
gtex_rsid5663.bed	5	8
gtex_rsid5664.bed	6	13
gtex_rsid5665.bed	6	7
gtex_rsid5666.bed	3	9
gtex_rsid5667.bed	5	24
gtex_rsid5668.bed	6	11
gtex_rsid5669.bed	6	12
gtex_rsid5670.bed	2	2
gtex_rsid5671.bed	5	8
gtex_rsid5672.bed	3	3
gtex_rsid5673.bed	4	4
gtex_rsid5674.bed	5	11
gtex_rsid5675.bed	5	10
gtex_rsid5676.bed	5	6
gtex_rsid5677.bed	3	7
gtex_rsid5678.bed	5	13
gtex_rsid5679.bed	7	15
gtex_rsid5680.bed	4	4
gtex_rsid5681.bed	4	9
gtex_rsid5682.bed	3	8
gtex_rsid5683.bed	4	10
gtex_rsid5684.bed	5	9
gtex_rsid5685.bed	9	14
gtex_rsid5686.bed	7	18
gtex_rsid5687.bed	5	11
gtex_rsid5688.bed	8	21
gtex_rsid5689.bed	7	13
gtex_rsid5690.bed	6	17
gtex_rsid5691.bed	6	10
gtex_rsid5692.bed	4	10
gtex_rsid5693.bed	6	7
gtex_rsid5694.bed	4	12
gtex_rsid5695.bed	4	4
gtex_rsid5696.bed	6	11
gtex_rsid5697.bed	4	4
gtex_rsid5698.bed	3	4
gtex_rsid5699.bed	7	13
gtex_rsid5700.bed	8	13
gtex_rsid5701.bed	3	8
gtex_rsid5702.bed	9	18
gtex_rsid5703.bed	3	6
gtex_rsid5704.bed	6	9
gtex_rsid5705.bed	4	10
gtex_rsid5706.bed	1	1
gtex_rsid5707.bed	2	3
gtex_rsid5708.bed	2	2
gtex_rsid5709.bed	4	9
gtex_rsid5710.bed	3	5
gtex_rsid5711.bed	6	16
gtex_rsid5712.bed	5	8
gtex_rsid5713.bed	0	0
gtex_rsid5714.bed	1	1
gtex_rsid5715.bed	4	6
gtex_rsid5716.bed	6	9
gtex_rsid5717.bed	4	6
gtex_rsid5718.bed	4	6
gtex_rsid5719.bed	3	6
gtex_rsid5720.bed	8	14
gtex_rsid5721.bed	2	7
gtex_rsid5722.bed	4	10
gtex_rsid5723.bed	4	4
gtex_rsid5724.bed	2	2
gtex_rsid5725.bed	3	5
gtex_rsid5726.bed	3	5
gtex_rsid5727.bed	2	5
gtex_rsid5728.bed	0	0
gtex_rsid5729.bed	6	9
gtex_rsid5730.bed	5	14
gtex_rsid5731.bed	8	18
gtex_rsid5732.bed	7	15
gtex_rsid5733.bed	4	15
gtex_rsid5734.bed	3	12
gtex_rsid5735.bed	5	8
gtex_rsid5736.bed	5	14
gtex_rsid5737.bed	6	16
gtex_rsid5738.bed	6	10
gtex_rsid5739.bed	4	7
gtex_rsid5740.bed	7	18
gtex_rsid5741.bed	7	15
gtex_rsid5742.bed	2	5
gtex_rsid5743.bed	4	8
gtex_rsid5744.bed	9	12
gtex_rsid5745.bed	3	4
gtex_rsid5746.bed	2	3
gtex_rsid5747.bed	6	13
gtex_rsid5748.bed	6	8
gtex_rsid5749.bed	4	6
gtex_rsid5750.bed	2	3
gtex_rsid5751.bed	5	9
gtex_rsid5752.bed	2	5
gtex_rsid5753.bed	8	15
gtex_rsid5754.bed	1	1
gtex_rsid5755.bed	2	4
gtex_rsid5756.bed	7	9
gtex_rsid5757.bed	3	7
gtex_rsid5758.bed	5	42
gtex_rsid5759.bed	3	11
gtex_rsid5760.bed	4	7
gtex_rsid5761.bed	4	6
gtex_rsid5762.bed	6	8
gtex_rsid5763.bed	4	4
gtex_rsid5764.bed	2	3
gtex_rsid5765.bed	2	7
gtex_rsid5766.bed	6	8
gtex_rsid5767.bed	4	10
gtex_rsid5768.bed	6	7
gtex_rsid5769.bed	6	9
gtex_rsid5770.bed	6	6
gtex_rsid5771.bed	5	9
gtex_rsid5772.bed	3	13
gtex_rsid5773.bed	3	4
gtex_rsid5774.bed	5	5
gtex_rsid5775.bed	5	6
gtex_rsid5776.bed	4	6
gtex_rsid5777.bed	2	2
gtex_rsid5778.bed	3	14
gtex_rsid5779.bed	4	19
gtex_rsid5780.bed	5	14
gtex_rsid5781.bed	5	6
gtex_rsid5782.bed	3	5
gtex_rsid5783.bed	3	16
gtex_rsid5784.bed	9	23
gtex_rsid5785.bed	5	7
gtex_rsid5786.bed	4	7
gtex_rsid5787.bed	1	1
gtex_rsid5788.bed	2	5
gtex_rsid5789.bed	2	2
gtex_rsid5790.bed	4	6
gtex_rsid5791.bed	7	19
gtex_rsid5792.bed	4	11
gtex_rsid5793.bed	2	6
gtex_rsid5794.bed	4	17
gtex_rsid5795.bed	7	21
gtex_rsid5796.bed	0	0
gtex_rsid5797.bed	6	11
gtex_rsid5798.bed	2	3
gtex_rsid5799.bed	3	6
gtex_rsid5800.bed	9	26
gtex_rsid5801.bed	2	2
gtex_rsid5802.bed	8	11
gtex_rsid5803.bed	2	4
gtex_rsid5804.bed	4	10
gtex_rsid5805.bed	6	12
gtex_rsid5806.bed	6	16
gtex_rsid5807.bed	2	4
gtex_rsid5808.bed	9	20
gtex_rsid5809.bed	4	9
gtex_rsid5810.bed	1	1
gtex_rsid5811.bed	5	6
gtex_rsid5812.bed	3	11
gtex_rsid5813.bed	1	1
gtex_rsid5814.bed	2	3
gtex_rsid5815.bed	6	8
gtex_rsid5816.bed	6	15
gtex_rsid5817.bed	4	7
gtex_rsid5818.bed	3	7
gtex_rsid5819.bed	3	6
gtex_rsid5820.bed	7	10
gtex_rsid5821.bed	6	9
gtex_rsid5822.bed	6	9
gtex_rsid5823.bed	5	9
gtex_rsid5824.bed	6	13
gtex_rsid5825.bed	2	5
gtex_rsid5826.bed	4	6
gtex_rsid5827.bed	6	15
gtex_rsid5828.bed	5	8
gtex_rsid5829.bed	3	3
gtex_rsid5830.bed	3	6
gtex_rsid5831.bed	6	11
gtex_rsid5832.bed	3	3
gtex_rsid5833.bed	7	11
gtex_rsid5834.bed	1	1
gtex_rsid5835.bed	6	12
gtex_rsid5836.bed	3	6
gtex_rsid5837.bed	2	2
gtex_rsid5838.bed	7	11
gtex_rsid5839.bed	2	4
gtex_rsid5840.bed	4	5
gtex_rsid5841.bed	8	13
gtex_rsid5842.bed	3	6
gtex_rsid5843.bed	7	13
gtex_rsid5844.bed	1	1
gtex_rsid5845.bed	4	6
gtex_rsid5846.bed	2	3
gtex_rsid5847.bed	4	7
gtex_rsid5848.bed	5	8
gtex_rsid5849.bed	3	3
gtex_rsid5850.bed	3	9
gtex_rsid5851.bed	4	8
gtex_rsid5852.bed	4	4
gtex_rsid5853.bed	5	6
gtex_rsid5854.bed	8	9
gtex_rsid5855.bed	3	3
gtex_rsid5856.bed	2	2
gtex_rsid5857.bed	4	9
gtex_rsid5858.bed	3	6
gtex_rsid5859.bed	6	12
gtex_rsid5860.bed	2	2
gtex_rsid5861.bed	6	7
gtex_rsid5862.bed	5	19
gtex_rsid5863.bed	6	11
gtex_rsid5864.bed	2	5
gtex_rsid5865.bed	7	11
gtex_rsid5866.bed	5	7
gtex_rsid5867.bed	5	5
gtex_rsid5868.bed	4	4
gtex_rsid5869.bed	3	7
gtex_rsid5870.bed	4	8
gtex_rsid5871.bed	3	9
gtex_rsid5872.bed	7	8
gtex_rsid5873.bed	4	5
gtex_rsid5874.bed	7	17
gtex_rsid5875.bed	4	7
gtex_rsid5876.bed	7	11
gtex_rsid5877.bed	3	5
gtex_rsid5878.bed	7	9
gtex_rsid5879.bed	7	12
gtex_rsid5880.bed	7	12
gtex_rsid5881.bed	3	6
gtex_rsid5882.bed	7	16
gtex_rsid5883.bed	5	8
gtex_rsid5884.bed	4	5
gtex_rsid5885.bed	2	5
gtex_rsid5886.bed	1	2
gtex_rsid5887.bed	6	11
gtex_rsid5888.bed	3	5
gtex_rsid5889.bed	8	14
gtex_rsid5890.bed	8	16
gtex_rsid5891.bed	4	5
gtex_rsid5892.bed	6	7
gtex_rsid5893.bed	3	3
gtex_rsid5894.bed	6	16
gtex_rsid5895.bed	6	9
gtex_rsid5896.bed	5	13
gtex_rsid5897.bed	7	24
gtex_rsid5898.bed	6	11
gtex_rsid5899.bed	4	8
gtex_rsid5900.bed	4	10
gtex_rsid5901.bed	6	7
gtex_rsid5902.bed	2	2
gtex_rsid5903.bed	4	18
gtex_rsid5904.bed	6	12
gtex_rsid5905.bed	5	9
gtex_rsid5906.bed	5	9
gtex_rsid5907.bed	9	20
gtex_rsid5908.bed	5	19
gtex_rsid5909.bed	7	8
gtex_rsid5910.bed	6	13
gtex_rsid5911.bed	2	2
gtex_rsid5912.bed	7	17
gtex_rsid5913.bed	4	6
gtex_rsid5914.bed	7	10
gtex_rsid5915.bed	8	10
gtex_rsid5916.bed	1	3
gtex_rsid5917.bed	6	9
gtex_rsid5918.bed	7	9
gtex_rsid5919.bed	2	3
gtex_rsid5920.bed	4	9
gtex_rsid5921.bed	9	22
gtex_rsid5922.bed	4	5
gtex_rsid5923.bed	5	11
gtex_rsid5924.bed	3	6
gtex_rsid5925.bed	7	14
gtex_rsid5926.bed	4	5
gtex_rsid5927.bed	1	2
gtex_rsid5928.bed	7	11
gtex_rsid5929.bed	2	3
gtex_rsid5930.bed	3	5
gtex_rsid5931.bed	3	10
gtex_rsid5932.bed	9	16
gtex_rsid5933.bed	3	5
gtex_rsid5934.bed	2	4
gtex_rsid5935.bed	7	11
gtex_rsid5936.bed	5	5
gtex_rsid5937.bed	7	13
gtex_rsid5938.bed	7	15
gtex_rsid5939.bed	6	6
gtex_rsid5940.bed	3	9
gtex_rsid5941.bed	3	6
gtex_rsid5942.bed	3	3
gtex_rsid5943.bed	3	5
gtex_rsid5944.bed	0	0
gtex_rsid5945.bed	4	6
gtex_rsid5946.bed	7	10
gtex_rsid5947.bed	4	7
gtex_rsid5948.bed	8	14
gtex_rsid5949.bed	2	2
gtex_rsid5950.bed	4	7
gtex_rsid5951.bed	5	5
gtex_rsid5952.bed	3	3
gtex_rsid5953.bed	3	8
gtex_rsid5954.bed	7	11
gtex_rsid5955.bed	4	8
gtex_rsid5956.bed	4	10
gtex_rsid5957.bed	3	5
gtex_rsid5958.bed	9	13
gtex_rsid5959.bed	6	11
gtex_rsid5960.bed	5	8
gtex_rsid5961.bed	7	12
gtex_rsid5962.bed	2	2
gtex_rsid5963.bed	3	10
gtex_rsid5964.bed	4	10
gtex_rsid5965.bed	4	4
gtex_rsid5966.bed	2	7
gtex_rsid5967.bed	4	7
gtex_rsid5968.bed	3	4
gtex_rsid5969.bed	9	19
gtex_rsid5970.bed	5	5
gtex_rsid5971.bed	4	6
gtex_rsid5972.bed	8	19
gtex_rsid5973.bed	6	12
gtex_rsid5974.bed	3	6
gtex_rsid5975.bed	2	5
gtex_rsid5976.bed	3	4
gtex_rsid5977.bed	3	7
gtex_rsid5978.bed	4	5
gtex_rsid5979.bed	3	8
gtex_rsid5980.bed	5	6
gtex_rsid5981.bed	3	12
gtex_rsid5982.bed	7	8
gtex_rsid5983.bed	3	9
gtex_rsid5984.bed	6	17
gtex_rsid5985.bed	4	5
gtex_rsid5986.bed	5	16
gtex_rsid5987.bed	9	14
gtex_rsid5988.bed	2	2
gtex_rsid5989.bed	7	10
gtex_rsid5990.bed	6	8
gtex_rsid5991.bed	4	4
gtex_rsid5992.bed	7	15
gtex_rsid5993.bed	4	14
gtex_rsid5994.bed	2	3
gtex_rsid5995.bed	1	1
gtex_rsid5996.bed	8	13
gtex_rsid5997.bed	6	13
gtex_rsid5998.bed	7	12
gtex_rsid5999.bed	1	1
gtex_rsid6000.bed	11	21
gtex_rsid6001.bed	7	17
gtex_rsid6002.bed	6	15
gtex_rsid6003.bed	7	12
gtex_rsid6004.bed	10	14
gtex_rsid6005.bed	8	21
gtex_rsid6006.bed	4	6
gtex_rsid6007.bed	6	11
gtex_rsid6008.bed	5	11
gtex_rsid6009.bed	4	7
gtex_rsid6010.bed	5	14
gtex_rsid6011.bed	9	26
gtex_rsid6012.bed	5	8
gtex_rsid6013.bed	4	6
gtex_rsid6014.bed	6	12
gtex_rsid6015.bed	2	5
gtex_rsid6016.bed	6	6
gtex_rsid6017.bed	1	1
gtex_rsid6018.bed	1	4
gtex_rsid6019.bed	2	2
gtex_rsid6020.bed	1	1
gtex_rsid6021.bed	8	15
gtex_rsid6022.bed	5	13
gtex_rsid6023.bed	6	20
gtex_rsid6024.bed	8	12
gtex_rsid6025.bed	4	7
gtex_rsid6026.bed	7	17
gtex_rsid6027.bed	2	5
gtex_rsid6028.bed	9	20
gtex_rsid6029.bed	7	12
gtex_rsid6030.bed	5	8
gtex_rsid6031.bed	6	10
gtex_rsid6032.bed	1	2
gtex_rsid6033.bed	5	5
gtex_rsid6034.bed	3	6
gtex_rsid6035.bed	7	8
gtex_rsid6036.bed	5	6
gtex_rsid6037.bed	3	3
gtex_rsid6038.bed	3	8
gtex_rsid6039.bed	6	6
gtex_rsid6040.bed	2	4
gtex_rsid6041.bed	3	3
gtex_rsid6042.bed	2	9
gtex_rsid6043.bed	7	17
gtex_rsid6044.bed	2	3
gtex_rsid6045.bed	5	5
gtex_rsid6046.bed	5	10
gtex_rsid6047.bed	1	1
gtex_rsid6048.bed	2	2
gtex_rsid6049.bed	3	5
gtex_rsid6050.bed	2	4
gtex_rsid6051.bed	8	18
gtex_rsid6052.bed	5	6
gtex_rsid6053.bed	5	13
gtex_rsid6054.bed	4	7
gtex_rsid6055.bed	3	4
gtex_rsid6056.bed	3	5
gtex_rsid6057.bed	3	6
gtex_rsid6058.bed	6	17
gtex_rsid6059.bed	2	3
gtex_rsid6060.bed	4	8
gtex_rsid6061.bed	7	22
gtex_rsid6062.bed	7	17
gtex_rsid6063.bed	1	2
gtex_rsid6064.bed	2	3
gtex_rsid6065.bed	2	33
gtex_rsid6066.bed	5	10
gtex_rsid6067.bed	5	10
gtex_rsid6068.bed	4	5
gtex_rsid6069.bed	7	8
gtex_rsid6070.bed	5	9
gtex_rsid6071.bed	4	8
gtex_rsid6072.bed	10	20
gtex_rsid6073.bed	3	4
gtex_rsid6074.bed	2	8
gtex_rsid6075.bed	3	3
gtex_rsid6076.bed	5	7
gtex_rsid6077.bed	6	36
gtex_rsid6078.bed	1	1
gtex_rsid6079.bed	5	16
gtex_rsid6080.bed	6	13
gtex_rsid6081.bed	1	1
gtex_rsid6082.bed	4	7
gtex_rsid6083.bed	6	11
gtex_rsid6084.bed	5	35
gtex_rsid6085.bed	4	7
gtex_rsid6086.bed	9	21
gtex_rsid6087.bed	3	3
gtex_rsid6088.bed	6	13
gtex_rsid6089.bed	5	14
gtex_rsid6090.bed	2	3
gtex_rsid6091.bed	3	5
gtex_rsid6092.bed	3	6
gtex_rsid6093.bed	6	13
gtex_rsid6094.bed	3	6
gtex_rsid6095.bed	6	8
gtex_rsid6096.bed	5	10
gtex_rsid6097.bed	2	2
gtex_rsid6098.bed	9	15
gtex_rsid6099.bed	5	7
gtex_rsid6100.bed	5	17
gtex_rsid6101.bed	8	17
gtex_rsid6102.bed	2	4
gtex_rsid6103.bed	3	4
gtex_rsid6104.bed	5	8
gtex_rsid6105.bed	3	6
gtex_rsid6106.bed	2	2
gtex_rsid6107.bed	7	11
gtex_rsid6108.bed	5	6
gtex_rsid6109.bed	4	13
gtex_rsid6110.bed	3	15
gtex_rsid6111.bed	3	3
gtex_rsid6112.bed	10	12
gtex_rsid6113.bed	4	8
gtex_rsid6114.bed	2	2
gtex_rsid6115.bed	8	21
gtex_rsid6116.bed	6	22
gtex_rsid6117.bed	3	7
gtex_rsid6118.bed	2	5
gtex_rsid6119.bed	6	7
gtex_rsid6120.bed	2	12
gtex_rsid6121.bed	4	5
gtex_rsid6122.bed	6	8
gtex_rsid6123.bed	4	11
gtex_rsid6124.bed	3	3
gtex_rsid6125.bed	5	5
gtex_rsid6126.bed	7	19
gtex_rsid6127.bed	4	6
gtex_rsid6128.bed	5	8
gtex_rsid6129.bed	6	10
gtex_rsid6130.bed	7	13
gtex_rsid6131.bed	7	16
gtex_rsid6132.bed	3	8
gtex_rsid6133.bed	2	5
gtex_rsid6134.bed	8	10
gtex_rsid6135.bed	0	0
gtex_rsid6136.bed	4	9
gtex_rsid6137.bed	6	7
gtex_rsid6138.bed	6	9
gtex_rsid6139.bed	3	21
gtex_rsid6140.bed	5	6
gtex_rsid6141.bed	6	8
gtex_rsid6142.bed	10	23
gtex_rsid6143.bed	7	10
gtex_rsid6144.bed	8	12
gtex_rsid6145.bed	4	5
gtex_rsid6146.bed	2	2
gtex_rsid6147.bed	5	7
gtex_rsid6148.bed	3	5
gtex_rsid6149.bed	9	18
gtex_rsid6150.bed	4	11
gtex_rsid6151.bed	6	8
gtex_rsid6152.bed	11	21
gtex_rsid6153.bed	3	3
gtex_rsid6154.bed	6	6
gtex_rsid6155.bed	6	7
gtex_rsid6156.bed	5	11
gtex_rsid6157.bed	3	4
gtex_rsid6158.bed	6	12
gtex_rsid6159.bed	2	2
gtex_rsid6160.bed	4	9
gtex_rsid6161.bed	9	13
gtex_rsid6162.bed	6	27
gtex_rsid6163.bed	3	5
gtex_rsid6164.bed	4	14
gtex_rsid6165.bed	4	5
gtex_rsid6166.bed	4	5
gtex_rsid6167.bed	6	13
gtex_rsid6168.bed	3	5
gtex_rsid6169.bed	2	2
gtex_rsid6170.bed	4	10
gtex_rsid6171.bed	10	22
gtex_rsid6172.bed	5	10
gtex_rsid6173.bed	2	6
gtex_rsid6174.bed	6	9
gtex_rsid6175.bed	4	5
gtex_rsid6176.bed	6	9
gtex_rsid6177.bed	4	7
gtex_rsid6178.bed	3	10
gtex_rsid6179.bed	5	7
gtex_rsid6180.bed	4	6
gtex_rsid6181.bed	2	5
gtex_rsid6182.bed	2	17
gtex_rsid6183.bed	6	22
gtex_rsid6184.bed	7	8
gtex_rsid6185.bed	4	4
gtex_rsid6186.bed	8	19
gtex_rsid6187.bed	5	13
gtex_rsid6188.bed	5	6
gtex_rsid6189.bed	6	13
gtex_rsid6190.bed	4	4
gtex_rsid6191.bed	3	5
gtex_rsid6192.bed	8	13
gtex_rsid6193.bed	7	20
gtex_rsid6194.bed	3	12
gtex_rsid6195.bed	4	7
gtex_rsid6196.bed	7	10
gtex_rsid6197.bed	0	0
gtex_rsid6198.bed	2	2
gtex_rsid6199.bed	6	11
gtex_rsid6200.bed	2	2
gtex_rsid6201.bed	2	12
gtex_rsid6202.bed	5	5
gtex_rsid6203.bed	4	9
gtex_rsid6204.bed	3	6
gtex_rsid6205.bed	4	7
gtex_rsid6206.bed	5	10
gtex_rsid6207.bed	9	16
gtex_rsid6208.bed	6	11
gtex_rsid6209.bed	9	10
gtex_rsid6210.bed	7	21
gtex_rsid6211.bed	7	20
gtex_rsid6212.bed	5	12
gtex_rsid6213.bed	6	17
gtex_rsid6214.bed	2	2
gtex_rsid6215.bed	7	15
gtex_rsid6216.bed	5	11
gtex_rsid6217.bed	8	18
gtex_rsid6218.bed	2	5
gtex_rsid6219.bed	5	17
gtex_rsid6220.bed	6	11
gtex_rsid6221.bed	7	9
gtex_rsid6222.bed	1	1
gtex_rsid6223.bed	2	2
gtex_rsid6224.bed	1	3
gtex_rsid6225.bed	5	7
gtex_rsid6226.bed	8	31
gtex_rsid6227.bed	5	10
gtex_rsid6228.bed	6	13
gtex_rsid6229.bed	4	7
gtex_rsid6230.bed	5	11
gtex_rsid6231.bed	3	5
gtex_rsid6232.bed	6	11
gtex_rsid6233.bed	7	8
gtex_rsid6234.bed	3	5
gtex_rsid6235.bed	4	7
gtex_rsid6236.bed	6	11
gtex_rsid6237.bed	7	9
gtex_rsid6238.bed	3	4
gtex_rsid6239.bed	4	4
gtex_rsid6240.bed	3	4
gtex_rsid6241.bed	4	5
gtex_rsid6242.bed	6	11
gtex_rsid6243.bed	5	16
gtex_rsid6244.bed	7	15
gtex_rsid6245.bed	6	9
gtex_rsid6246.bed	8	12
gtex_rsid6247.bed	6	8
gtex_rsid6248.bed	3	5
gtex_rsid6249.bed	4	7
gtex_rsid6250.bed	7	13
gtex_rsid6251.bed	8	9
gtex_rsid6252.bed	4	7
gtex_rsid6253.bed	4	6
gtex_rsid6254.bed	4	8
gtex_rsid6255.bed	4	8
gtex_rsid6256.bed	9	14
gtex_rsid6257.bed	6	11
gtex_rsid6258.bed	2	3
gtex_rsid6259.bed	3	6
gtex_rsid6260.bed	5	12
gtex_rsid6261.bed	4	6
gtex_rsid6262.bed	6	10
gtex_rsid6263.bed	1	4
gtex_rsid6264.bed	4	4
gtex_rsid6265.bed	5	13
gtex_rsid6266.bed	5	9
gtex_rsid6267.bed	4	4
gtex_rsid6268.bed	5	11
gtex_rsid6269.bed	6	6
gtex_rsid6270.bed	7	15
gtex_rsid6271.bed	1	1
gtex_rsid6272.bed	3	8
gtex_rsid6273.bed	2	4
gtex_rsid6274.bed	9	16
gtex_rsid6275.bed	6	12
gtex_rsid6276.bed	5	8
gtex_rsid6277.bed	3	6
gtex_rsid6278.bed	4	8
gtex_rsid6279.bed	3	3
gtex_rsid6280.bed	6	9
gtex_rsid6281.bed	3	12
gtex_rsid6282.bed	4	10
gtex_rsid6283.bed	2	5
gtex_rsid6284.bed	3	6
gtex_rsid6285.bed	3	4
gtex_rsid6286.bed	6	11
gtex_rsid6287.bed	4	6
gtex_rsid6288.bed	5	15
gtex_rsid6289.bed	3	4
gtex_rsid6290.bed	6	15
gtex_rsid6291.bed	4	18
gtex_rsid6292.bed	6	6
gtex_rsid6293.bed	5	9
gtex_rsid6294.bed	7	11
gtex_rsid6295.bed	4	12
gtex_rsid6296.bed	3	19
gtex_rsid6297.bed	3	3
gtex_rsid6298.bed	2	3
gtex_rsid6299.bed	4	6
gtex_rsid6300.bed	2	6
gtex_rsid6301.bed	5	7
gtex_rsid6302.bed	4	9
gtex_rsid6303.bed	8	12
gtex_rsid6304.bed	2	3
gtex_rsid6305.bed	1	1
gtex_rsid6306.bed	9	10
gtex_rsid6307.bed	6	11
gtex_rsid6308.bed	9	19
gtex_rsid6309.bed	4	5
gtex_rsid6310.bed	6	15
gtex_rsid6311.bed	4	9
gtex_rsid6312.bed	6	11
gtex_rsid6313.bed	3	3
gtex_rsid6314.bed	4	11
gtex_rsid6315.bed	3	4
gtex_rsid6316.bed	7	13
gtex_rsid6317.bed	4	12
gtex_rsid6318.bed	6	25
gtex_rsid6319.bed	5	9
gtex_rsid6320.bed	8	10
gtex_rsid6321.bed	3	6
gtex_rsid6322.bed	4	9
gtex_rsid6323.bed	3	6
gtex_rsid6324.bed	2	4
gtex_rsid6325.bed	1	1
gtex_rsid6326.bed	7	12
gtex_rsid6327.bed	3	3
gtex_rsid6328.bed	4	5
gtex_rsid6329.bed	2	3
gtex_rsid6330.bed	6	6
gtex_rsid6331.bed	1	1
gtex_rsid6332.bed	3	5
gtex_rsid6333.bed	3	6
gtex_rsid6334.bed	6	19
gtex_rsid6335.bed	5	8
gtex_rsid6336.bed	5	8
gtex_rsid6337.bed	3	6
gtex_rsid6338.bed	3	15
gtex_rsid6339.bed	6	22
gtex_rsid6340.bed	5	16
gtex_rsid6341.bed	7	13
gtex_rsid6342.bed	2	2
gtex_rsid6343.bed	4	5
gtex_rsid6344.bed	6	12
gtex_rsid6345.bed	3	11
gtex_rsid6346.bed	2	4
gtex_rsid6347.bed	3	5
gtex_rsid6348.bed	1	3
gtex_rsid6349.bed	3	7
gtex_rsid6350.bed	6	11
gtex_rsid6351.bed	8	17
gtex_rsid6352.bed	3	8
gtex_rsid6353.bed	6	18
gtex_rsid6354.bed	4	6
gtex_rsid6355.bed	4	7
gtex_rsid6356.bed	9	32
gtex_rsid6357.bed	7	11
gtex_rsid6358.bed	7	19
gtex_rsid6359.bed	8	14
gtex_rsid6360.bed	3	8
gtex_rsid6361.bed	2	2
gtex_rsid6362.bed	5	7
gtex_rsid6363.bed	1	1
gtex_rsid6364.bed	5	6
gtex_rsid6365.bed	5	8
gtex_rsid6366.bed	11	18
gtex_rsid6367.bed	7	16
gtex_rsid6368.bed	6	9
gtex_rsid6369.bed	5	8
gtex_rsid6370.bed	5	8
gtex_rsid6371.bed	4	8
gtex_rsid6372.bed	4	9
gtex_rsid6373.bed	4	4
gtex_rsid6374.bed	6	10
gtex_rsid6375.bed	6	13
