random	SNP_n	lncRNA_n
lncrna_rsid5343.bed	16	22
lncrna_rsid5344.bed	17	25
lncrna_rsid5345.bed	15	21
lncrna_rsid5346.bed	22	34
lncrna_rsid5347.bed	24	33
lncrna_rsid5348.bed	32	47
lncrna_rsid5349.bed	16	18
lncrna_rsid5350.bed	17	20
lncrna_rsid5351.bed	22	26
lncrna_rsid5352.bed	23	32
lncrna_rsid5353.bed	18	24
lncrna_rsid5354.bed	21	30
lncrna_rsid5355.bed	18	33
lncrna_rsid5356.bed	14	15
lncrna_rsid5357.bed	17	32
lncrna_rsid5358.bed	20	32
lncrna_rsid5359.bed	14	29
lncrna_rsid5360.bed	21	30
lncrna_rsid5361.bed	16	20
lncrna_rsid5362.bed	24	25
lncrna_rsid5363.bed	20	31
lncrna_rsid5364.bed	22	34
lncrna_rsid5365.bed	19	22
lncrna_rsid5366.bed	17	21
lncrna_rsid5367.bed	20	37
lncrna_rsid5368.bed	23	32
lncrna_rsid5369.bed	18	33
lncrna_rsid5370.bed	20	26
lncrna_rsid5371.bed	24	33
lncrna_rsid5372.bed	22	37
lncrna_rsid5373.bed	19	33
lncrna_rsid5374.bed	20	23
lncrna_rsid5375.bed	22	28
lncrna_rsid5376.bed	23	31
lncrna_rsid5377.bed	22	39
lncrna_rsid5378.bed	21	36
lncrna_rsid5379.bed	12	18
lncrna_rsid5380.bed	19	33
lncrna_rsid5381.bed	24	40
lncrna_rsid5382.bed	19	32
lncrna_rsid5383.bed	21	27
lncrna_rsid5384.bed	12	18
lncrna_rsid5385.bed	18	24
lncrna_rsid5386.bed	24	33
lncrna_rsid5387.bed	18	26
lncrna_rsid5388.bed	26	33
lncrna_rsid5389.bed	18	30
lncrna_rsid5390.bed	18	29
lncrna_rsid5391.bed	26	39
lncrna_rsid5392.bed	26	33
lncrna_rsid5393.bed	22	32
lncrna_rsid5394.bed	24	29
lncrna_rsid5395.bed	28	32
lncrna_rsid5396.bed	23	30
lncrna_rsid5397.bed	24	27
lncrna_rsid5398.bed	24	31
lncrna_rsid5399.bed	16	20
lncrna_rsid5400.bed	20	27
lncrna_rsid5401.bed	13	23
lncrna_rsid5402.bed	19	23
lncrna_rsid5403.bed	27	37
lncrna_rsid5404.bed	23	26
lncrna_rsid5405.bed	21	22
lncrna_rsid5406.bed	17	24
lncrna_rsid5407.bed	28	36
lncrna_rsid5408.bed	19	23
lncrna_rsid5409.bed	18	21
lncrna_rsid5410.bed	21	26
lncrna_rsid5411.bed	19	20
lncrna_rsid5412.bed	24	41
lncrna_rsid5413.bed	17	25
lncrna_rsid5414.bed	19	29
lncrna_rsid5415.bed	24	32
lncrna_rsid5416.bed	31	44
lncrna_rsid5417.bed	18	20
lncrna_rsid5418.bed	18	22
lncrna_rsid5419.bed	17	32
lncrna_rsid5420.bed	17	26
lncrna_rsid5421.bed	17	25
lncrna_rsid5422.bed	26	43
lncrna_rsid5423.bed	22	31
lncrna_rsid5424.bed	18	24
lncrna_rsid5425.bed	28	39
lncrna_rsid5426.bed	15	33
lncrna_rsid5427.bed	26	47
lncrna_rsid5428.bed	22	30
lncrna_rsid5429.bed	18	30
lncrna_rsid5430.bed	17	21
lncrna_rsid5431.bed	25	36
lncrna_rsid5432.bed	20	33
lncrna_rsid5433.bed	15	17
lncrna_rsid5434.bed	23	29
lncrna_rsid5435.bed	20	25
lncrna_rsid5436.bed	16	23
lncrna_rsid5437.bed	29	40
lncrna_rsid5438.bed	25	41
lncrna_rsid5439.bed	26	43
lncrna_rsid5440.bed	13	14
lncrna_rsid5441.bed	19	29
lncrna_rsid5442.bed	22	27
lncrna_rsid5443.bed	13	15
lncrna_rsid5444.bed	19	27
lncrna_rsid5445.bed	29	42
lncrna_rsid5446.bed	15	18
lncrna_rsid5447.bed	21	26
lncrna_rsid5448.bed	19	32
lncrna_rsid5449.bed	17	23
lncrna_rsid5450.bed	16	20
lncrna_rsid5451.bed	26	36
lncrna_rsid5452.bed	15	16
lncrna_rsid5453.bed	21	27
lncrna_rsid5454.bed	19	24
lncrna_rsid5455.bed	21	23
lncrna_rsid5456.bed	20	44
lncrna_rsid5457.bed	26	42
lncrna_rsid5458.bed	18	28
lncrna_rsid5459.bed	22	31
lncrna_rsid5460.bed	18	26
lncrna_rsid5461.bed	11	15
lncrna_rsid5462.bed	22	27
lncrna_rsid5463.bed	15	18
lncrna_rsid5464.bed	26	32
lncrna_rsid5465.bed	20	32
lncrna_rsid5466.bed	26	53
lncrna_rsid5467.bed	17	19
lncrna_rsid5468.bed	13	34
lncrna_rsid5469.bed	23	35
lncrna_rsid5470.bed	21	26
lncrna_rsid5471.bed	28	35
lncrna_rsid5472.bed	18	23
lncrna_rsid5473.bed	23	32
lncrna_rsid5474.bed	19	34
lncrna_rsid5475.bed	18	25
lncrna_rsid5476.bed	16	23
lncrna_rsid5477.bed	15	15
lncrna_rsid5478.bed	15	36
lncrna_rsid5479.bed	20	30
lncrna_rsid5480.bed	23	26
lncrna_rsid5481.bed	17	22
lncrna_rsid5482.bed	22	31
lncrna_rsid5483.bed	20	30
lncrna_rsid5484.bed	14	33
lncrna_rsid5485.bed	19	28
lncrna_rsid5486.bed	24	30
lncrna_rsid5487.bed	18	35
lncrna_rsid5488.bed	25	31
lncrna_rsid5489.bed	17	24
lncrna_rsid5490.bed	16	25
lncrna_rsid5491.bed	21	39
lncrna_rsid5492.bed	17	22
lncrna_rsid5493.bed	16	31
lncrna_rsid5494.bed	18	37
lncrna_rsid5495.bed	14	18
lncrna_rsid5496.bed	17	22
lncrna_rsid5497.bed	20	26
lncrna_rsid5498.bed	20	22
lncrna_rsid5499.bed	16	26
lncrna_rsid5500.bed	26	27
lncrna_rsid5501.bed	17	18
lncrna_rsid5502.bed	21	27
lncrna_rsid5503.bed	13	15
lncrna_rsid5504.bed	21	29
lncrna_rsid5505.bed	17	28
lncrna_rsid5506.bed	23	38
lncrna_rsid5507.bed	19	32
lncrna_rsid5508.bed	15	21
lncrna_rsid5509.bed	23	30
lncrna_rsid5510.bed	23	28
lncrna_rsid5511.bed	27	32
lncrna_rsid5512.bed	20	23
lncrna_rsid5513.bed	21	30
lncrna_rsid5514.bed	20	22
lncrna_rsid5515.bed	15	28
lncrna_rsid5516.bed	29	37
lncrna_rsid5517.bed	19	29
lncrna_rsid5518.bed	17	19
lncrna_rsid5519.bed	12	22
lncrna_rsid5520.bed	19	24
lncrna_rsid5521.bed	22	30
lncrna_rsid5522.bed	15	24
lncrna_rsid5523.bed	27	48
lncrna_rsid5524.bed	19	31
lncrna_rsid5525.bed	27	37
lncrna_rsid5526.bed	25	36
lncrna_rsid5527.bed	22	31
lncrna_rsid5528.bed	26	29
lncrna_rsid5529.bed	25	37
lncrna_rsid5530.bed	30	44
lncrna_rsid5531.bed	19	37
lncrna_rsid5532.bed	15	19
lncrna_rsid5533.bed	20	24
lncrna_rsid5534.bed	15	21
lncrna_rsid5535.bed	24	53
lncrna_rsid5536.bed	26	29
lncrna_rsid5537.bed	16	17
lncrna_rsid5538.bed	19	25
lncrna_rsid5539.bed	21	29
lncrna_rsid5540.bed	20	21
lncrna_rsid5541.bed	22	29
lncrna_rsid5542.bed	23	38
lncrna_rsid5543.bed	31	43
lncrna_rsid5544.bed	12	12
lncrna_rsid5545.bed	13	17
lncrna_rsid5546.bed	19	22
lncrna_rsid5547.bed	26	32
lncrna_rsid5548.bed	20	21
lncrna_rsid5549.bed	16	26
lncrna_rsid5550.bed	19	31
lncrna_rsid5551.bed	21	24
lncrna_rsid5552.bed	21	27
lncrna_rsid5553.bed	15	17
lncrna_rsid5554.bed	20	29
lncrna_rsid5555.bed	25	29
lncrna_rsid5556.bed	23	27
lncrna_rsid5557.bed	24	52
lncrna_rsid5558.bed	25	29
lncrna_rsid5559.bed	17	22
lncrna_rsid5560.bed	21	31
lncrna_rsid5561.bed	29	39
lncrna_rsid5562.bed	18	25
lncrna_rsid5563.bed	21	29
lncrna_rsid5564.bed	19	31
lncrna_rsid5565.bed	27	33
lncrna_rsid5566.bed	21	23
lncrna_rsid5567.bed	20	25
lncrna_rsid5568.bed	16	23
lncrna_rsid5569.bed	26	31
lncrna_rsid5570.bed	21	30
lncrna_rsid5571.bed	14	25
lncrna_rsid5572.bed	20	27
lncrna_rsid5573.bed	24	62
lncrna_rsid5574.bed	18	22
lncrna_rsid5575.bed	25	33
lncrna_rsid5576.bed	23	30
lncrna_rsid5577.bed	26	33
lncrna_rsid5578.bed	21	39
lncrna_rsid5579.bed	22	30
lncrna_rsid5580.bed	15	19
lncrna_rsid5581.bed	19	27
lncrna_rsid5582.bed	17	22
lncrna_rsid5583.bed	18	30
lncrna_rsid5584.bed	22	27
lncrna_rsid5585.bed	18	23
lncrna_rsid5586.bed	25	30
lncrna_rsid5587.bed	20	26
lncrna_rsid5588.bed	20	25
lncrna_rsid5589.bed	29	33
lncrna_rsid5590.bed	17	18
lncrna_rsid5591.bed	27	38
lncrna_rsid5592.bed	21	25
lncrna_rsid5593.bed	22	27
lncrna_rsid5594.bed	13	15
lncrna_rsid5595.bed	25	34
lncrna_rsid5596.bed	25	33
lncrna_rsid5597.bed	20	24
lncrna_rsid5598.bed	26	31
lncrna_rsid5599.bed	25	34
lncrna_rsid5600.bed	26	32
lncrna_rsid5601.bed	27	34
lncrna_rsid5602.bed	19	29
lncrna_rsid5603.bed	21	37
lncrna_rsid5604.bed	17	18
lncrna_rsid5605.bed	12	18
lncrna_rsid5606.bed	24	37
lncrna_rsid5607.bed	14	16
lncrna_rsid5608.bed	26	36
lncrna_rsid5609.bed	27	34
lncrna_rsid5610.bed	20	21
lncrna_rsid5611.bed	18	23
lncrna_rsid5612.bed	24	31
lncrna_rsid5613.bed	18	23
lncrna_rsid5614.bed	13	16
lncrna_rsid5615.bed	20	31
lncrna_rsid5616.bed	16	18
lncrna_rsid5617.bed	16	25
lncrna_rsid5618.bed	22	33
lncrna_rsid5619.bed	19	28
lncrna_rsid5620.bed	22	27
lncrna_rsid5621.bed	18	39
lncrna_rsid5622.bed	19	21
lncrna_rsid5623.bed	21	23
lncrna_rsid5624.bed	24	32
lncrna_rsid5625.bed	27	37
lncrna_rsid5626.bed	24	37
lncrna_rsid5627.bed	22	25
lncrna_rsid5628.bed	22	35
lncrna_rsid5629.bed	14	31
lncrna_rsid5630.bed	15	23
lncrna_rsid5631.bed	25	35
lncrna_rsid5632.bed	20	31
lncrna_rsid5633.bed	18	25
lncrna_rsid5634.bed	21	30
lncrna_rsid5635.bed	21	27
lncrna_rsid5636.bed	14	17
lncrna_rsid5637.bed	24	29
lncrna_rsid5638.bed	18	20
lncrna_rsid5639.bed	17	24
lncrna_rsid5640.bed	21	29
lncrna_rsid5641.bed	17	20
lncrna_rsid5642.bed	21	48
lncrna_rsid5643.bed	27	38
lncrna_rsid5644.bed	25	30
lncrna_rsid5645.bed	16	37
lncrna_rsid5646.bed	18	28
lncrna_rsid5647.bed	20	35
lncrna_rsid5648.bed	26	36
lncrna_rsid5649.bed	16	26
lncrna_rsid5650.bed	15	21
lncrna_rsid5651.bed	18	21
lncrna_rsid5652.bed	19	23
lncrna_rsid5653.bed	20	30
lncrna_rsid5654.bed	23	32
lncrna_rsid5655.bed	20	28
lncrna_rsid5656.bed	19	33
lncrna_rsid5657.bed	27	35
lncrna_rsid5658.bed	11	15
lncrna_rsid5659.bed	20	33
lncrna_rsid5660.bed	13	19
lncrna_rsid5661.bed	15	31
lncrna_rsid5662.bed	21	24
lncrna_rsid5663.bed	17	20
lncrna_rsid5664.bed	24	30
lncrna_rsid5665.bed	22	31
lncrna_rsid5666.bed	13	30
lncrna_rsid5667.bed	25	34
lncrna_rsid5668.bed	12	13
lncrna_rsid5669.bed	24	35
lncrna_rsid5670.bed	16	16
lncrna_rsid5671.bed	28	37
lncrna_rsid5672.bed	18	28
lncrna_rsid5673.bed	19	23
lncrna_rsid5674.bed	21	34
lncrna_rsid5675.bed	13	27
lncrna_rsid5676.bed	23	36
lncrna_rsid5677.bed	22	28
lncrna_rsid5678.bed	16	34
lncrna_rsid5679.bed	18	22
lncrna_rsid5680.bed	19	30
lncrna_rsid5681.bed	19	26
lncrna_rsid5682.bed	15	17
lncrna_rsid5683.bed	21	56
lncrna_rsid5684.bed	16	21
lncrna_rsid5685.bed	29	38
lncrna_rsid5686.bed	12	13
lncrna_rsid5687.bed	20	27
lncrna_rsid5688.bed	25	27
lncrna_rsid5689.bed	25	31
lncrna_rsid5690.bed	17	26
lncrna_rsid5691.bed	19	21
lncrna_rsid5692.bed	17	26
lncrna_rsid5693.bed	14	23
lncrna_rsid5694.bed	20	31
lncrna_rsid5695.bed	21	34
lncrna_rsid5696.bed	19	21
lncrna_rsid5697.bed	21	34
lncrna_rsid5698.bed	19	32
lncrna_rsid5699.bed	26	35
lncrna_rsid5700.bed	24	29
lncrna_rsid5701.bed	20	35
lncrna_rsid5702.bed	18	28
lncrna_rsid5703.bed	20	24
lncrna_rsid5704.bed	24	31
lncrna_rsid5705.bed	17	22
lncrna_rsid5706.bed	17	24
lncrna_rsid5707.bed	17	40
lncrna_rsid5708.bed	19	22
lncrna_rsid5709.bed	20	34
lncrna_rsid5710.bed	22	34
lncrna_rsid5711.bed	23	47
lncrna_rsid5712.bed	19	23
lncrna_rsid5713.bed	20	33
lncrna_rsid5714.bed	30	71
lncrna_rsid5715.bed	17	23
lncrna_rsid5716.bed	19	29
lncrna_rsid5717.bed	16	17
lncrna_rsid5718.bed	18	28
lncrna_rsid5719.bed	15	16
lncrna_rsid5720.bed	16	19
lncrna_rsid5721.bed	17	28
lncrna_rsid5722.bed	31	42
lncrna_rsid5723.bed	21	34
lncrna_rsid5724.bed	20	33
lncrna_rsid5725.bed	17	34
lncrna_rsid5726.bed	31	52
lncrna_rsid5727.bed	24	33
lncrna_rsid5728.bed	18	25
lncrna_rsid5729.bed	21	29
lncrna_rsid5730.bed	26	31
lncrna_rsid5731.bed	23	27
lncrna_rsid5732.bed	27	34
lncrna_rsid5733.bed	22	25
lncrna_rsid5734.bed	19	24
lncrna_rsid5735.bed	25	33
lncrna_rsid5736.bed	20	25
lncrna_rsid5737.bed	18	29
lncrna_rsid5738.bed	25	42
lncrna_rsid5739.bed	20	24
lncrna_rsid5740.bed	19	25
lncrna_rsid5741.bed	27	33
lncrna_rsid5742.bed	18	26
lncrna_rsid5743.bed	19	25
lncrna_rsid5744.bed	21	27
lncrna_rsid5745.bed	15	22
lncrna_rsid5746.bed	25	43
lncrna_rsid5747.bed	17	19
lncrna_rsid5748.bed	20	32
lncrna_rsid5749.bed	21	32
lncrna_rsid5750.bed	22	37
lncrna_rsid5751.bed	16	22
lncrna_rsid5752.bed	30	42
lncrna_rsid5753.bed	16	21
lncrna_rsid5754.bed	17	21
lncrna_rsid5755.bed	15	21
lncrna_rsid5756.bed	21	29
lncrna_rsid5757.bed	17	24
lncrna_rsid5758.bed	21	40
lncrna_rsid5759.bed	22	28
lncrna_rsid5760.bed	24	33
lncrna_rsid5761.bed	19	22
lncrna_rsid5762.bed	19	23
lncrna_rsid5763.bed	17	21
lncrna_rsid5764.bed	21	29
lncrna_rsid5765.bed	26	37
lncrna_rsid5766.bed	22	29
lncrna_rsid5767.bed	10	12
lncrna_rsid5768.bed	27	31
lncrna_rsid5769.bed	15	20
lncrna_rsid5770.bed	24	30
lncrna_rsid5771.bed	23	32
lncrna_rsid5772.bed	25	31
lncrna_rsid5773.bed	9	11
lncrna_rsid5774.bed	23	41
lncrna_rsid5775.bed	16	19
lncrna_rsid5776.bed	25	35
lncrna_rsid5777.bed	17	22
lncrna_rsid5778.bed	21	30
lncrna_rsid5779.bed	13	27
lncrna_rsid5780.bed	18	28
lncrna_rsid5781.bed	20	30
lncrna_rsid5782.bed	19	32
lncrna_rsid5783.bed	12	15
lncrna_rsid5784.bed	24	28
lncrna_rsid5785.bed	15	29
lncrna_rsid5786.bed	20	37
lncrna_rsid5787.bed	16	19
lncrna_rsid5788.bed	20	35
lncrna_rsid5789.bed	22	26
lncrna_rsid5790.bed	20	32
lncrna_rsid5791.bed	26	34
lncrna_rsid5792.bed	24	34
lncrna_rsid5793.bed	25	39
lncrna_rsid5794.bed	31	47
lncrna_rsid5795.bed	17	23
lncrna_rsid5796.bed	18	23
lncrna_rsid5797.bed	23	36
lncrna_rsid5798.bed	25	29
lncrna_rsid5799.bed	15	23
lncrna_rsid5800.bed	22	32
lncrna_rsid5801.bed	18	26
lncrna_rsid5802.bed	16	17
lncrna_rsid5803.bed	18	23
lncrna_rsid5804.bed	21	33
lncrna_rsid5805.bed	12	15
lncrna_rsid5806.bed	16	18
lncrna_rsid5807.bed	23	42
lncrna_rsid5808.bed	24	38
lncrna_rsid5809.bed	14	19
lncrna_rsid5810.bed	12	16
lncrna_rsid5811.bed	19	23
lncrna_rsid5812.bed	20	26
lncrna_rsid5813.bed	19	26
lncrna_rsid5814.bed	25	31
lncrna_rsid5815.bed	24	28
lncrna_rsid5816.bed	25	33
lncrna_rsid5817.bed	18	30
lncrna_rsid5818.bed	16	20
lncrna_rsid5819.bed	25	37
lncrna_rsid5820.bed	24	36
lncrna_rsid5821.bed	22	33
lncrna_rsid5822.bed	17	19
lncrna_rsid5823.bed	25	28
lncrna_rsid5824.bed	18	28
lncrna_rsid5825.bed	23	40
lncrna_rsid5826.bed	20	28
lncrna_rsid5827.bed	23	29
lncrna_rsid5828.bed	28	37
lncrna_rsid5829.bed	17	22
lncrna_rsid5830.bed	22	41
lncrna_rsid5831.bed	12	14
lncrna_rsid5832.bed	20	26
lncrna_rsid5833.bed	20	26
lncrna_rsid5834.bed	25	29
lncrna_rsid5835.bed	20	34
lncrna_rsid5836.bed	16	25
lncrna_rsid5837.bed	17	18
lncrna_rsid5838.bed	15	18
lncrna_rsid5839.bed	19	20
lncrna_rsid5840.bed	19	21
lncrna_rsid5841.bed	11	18
lncrna_rsid5842.bed	20	28
lncrna_rsid5843.bed	14	24
lncrna_rsid5844.bed	17	26
lncrna_rsid5845.bed	13	14
lncrna_rsid5846.bed	13	23
lncrna_rsid5847.bed	24	28
lncrna_rsid5848.bed	22	32
lncrna_rsid5849.bed	24	37
lncrna_rsid5850.bed	31	41
lncrna_rsid5851.bed	12	17
lncrna_rsid5852.bed	21	26
lncrna_rsid5853.bed	21	28
lncrna_rsid5854.bed	23	31
lncrna_rsid5855.bed	25	34
lncrna_rsid5856.bed	27	32
lncrna_rsid5857.bed	15	18
lncrna_rsid5858.bed	14	26
lncrna_rsid5859.bed	33	39
lncrna_rsid5860.bed	21	36
lncrna_rsid5861.bed	17	21
lncrna_rsid5862.bed	22	30
lncrna_rsid5863.bed	23	29
lncrna_rsid5864.bed	10	12
lncrna_rsid5865.bed	17	20
lncrna_rsid5866.bed	19	22
lncrna_rsid5867.bed	23	33
lncrna_rsid5868.bed	17	20
lncrna_rsid5869.bed	27	40
lncrna_rsid5870.bed	20	22
lncrna_rsid5871.bed	17	25
lncrna_rsid5872.bed	19	22
lncrna_rsid5873.bed	19	24
lncrna_rsid5874.bed	26	31
lncrna_rsid5875.bed	15	16
lncrna_rsid5876.bed	30	45
lncrna_rsid5877.bed	30	51
lncrna_rsid5878.bed	21	25
lncrna_rsid5879.bed	13	15
lncrna_rsid5880.bed	10	14
lncrna_rsid5881.bed	17	21
lncrna_rsid5882.bed	18	19
lncrna_rsid5883.bed	17	40
lncrna_rsid5884.bed	19	36
lncrna_rsid5885.bed	16	22
lncrna_rsid5886.bed	23	28
lncrna_rsid5887.bed	28	48
lncrna_rsid5888.bed	28	36
lncrna_rsid5889.bed	22	25
lncrna_rsid5890.bed	16	22
lncrna_rsid5891.bed	22	38
lncrna_rsid5892.bed	25	38
lncrna_rsid5893.bed	14	26
lncrna_rsid5894.bed	23	30
lncrna_rsid5895.bed	16	27
lncrna_rsid5896.bed	15	15
lncrna_rsid5897.bed	20	24
lncrna_rsid5898.bed	17	41
lncrna_rsid5899.bed	13	13
lncrna_rsid5900.bed	23	27
lncrna_rsid5901.bed	20	37
lncrna_rsid5902.bed	14	15
lncrna_rsid5903.bed	30	36
lncrna_rsid5904.bed	18	22
lncrna_rsid5905.bed	17	24
lncrna_rsid5906.bed	23	36
lncrna_rsid5907.bed	19	24
lncrna_rsid5908.bed	24	28
lncrna_rsid5909.bed	17	32
lncrna_rsid5910.bed	20	31
lncrna_rsid5911.bed	22	44
lncrna_rsid5912.bed	28	36
lncrna_rsid5913.bed	21	29
lncrna_rsid5914.bed	26	36
lncrna_rsid5915.bed	23	31
lncrna_rsid5916.bed	17	31
lncrna_rsid5917.bed	25	34
lncrna_rsid5918.bed	21	37
lncrna_rsid5919.bed	27	32
lncrna_rsid5920.bed	23	37
lncrna_rsid5921.bed	27	42
lncrna_rsid5922.bed	17	26
lncrna_rsid5923.bed	23	43
lncrna_rsid5924.bed	14	20
lncrna_rsid5925.bed	20	24
lncrna_rsid5926.bed	15	19
lncrna_rsid5927.bed	17	18
lncrna_rsid5928.bed	16	27
lncrna_rsid5929.bed	22	36
lncrna_rsid5930.bed	12	16
lncrna_rsid5931.bed	22	31
lncrna_rsid5932.bed	21	24
lncrna_rsid5933.bed	21	39
lncrna_rsid5934.bed	17	23
lncrna_rsid5935.bed	18	28
lncrna_rsid5936.bed	18	26
lncrna_rsid5937.bed	22	30
lncrna_rsid5938.bed	18	24
lncrna_rsid5939.bed	24	31
lncrna_rsid5940.bed	19	23
lncrna_rsid5941.bed	16	17
lncrna_rsid5942.bed	18	35
lncrna_rsid5943.bed	23	31
lncrna_rsid5944.bed	17	25
lncrna_rsid5945.bed	22	43
lncrna_rsid5946.bed	20	29
lncrna_rsid5947.bed	20	23
lncrna_rsid5948.bed	25	28
lncrna_rsid5949.bed	17	26
lncrna_rsid5950.bed	24	44
lncrna_rsid5951.bed	20	30
lncrna_rsid5952.bed	14	15
lncrna_rsid5953.bed	25	31
lncrna_rsid5954.bed	28	31
lncrna_rsid5955.bed	23	29
lncrna_rsid5956.bed	22	33
lncrna_rsid5957.bed	15	26
lncrna_rsid5958.bed	27	29
lncrna_rsid5959.bed	29	47
lncrna_rsid5960.bed	18	24
lncrna_rsid5961.bed	19	31
lncrna_rsid5962.bed	20	26
lncrna_rsid5963.bed	18	25
lncrna_rsid5964.bed	23	39
lncrna_rsid5965.bed	20	31
lncrna_rsid5966.bed	21	27
lncrna_rsid5967.bed	12	16
lncrna_rsid5968.bed	26	43
lncrna_rsid5969.bed	24	27
lncrna_rsid5970.bed	24	31
lncrna_rsid5971.bed	23	31
lncrna_rsid5972.bed	26	41
lncrna_rsid5973.bed	27	48
lncrna_rsid5974.bed	14	17
lncrna_rsid5975.bed	26	50
lncrna_rsid5976.bed	24	39
lncrna_rsid5977.bed	27	30
lncrna_rsid5978.bed	24	40
lncrna_rsid5979.bed	17	21
lncrna_rsid5980.bed	18	23
lncrna_rsid5981.bed	21	22
lncrna_rsid5982.bed	26	31
lncrna_rsid5983.bed	7	8
lncrna_rsid5984.bed	20	32
lncrna_rsid5985.bed	29	37
lncrna_rsid5986.bed	15	25
lncrna_rsid5987.bed	17	23
lncrna_rsid5988.bed	22	35
lncrna_rsid5989.bed	20	31
lncrna_rsid5990.bed	15	16
lncrna_rsid5991.bed	18	24
lncrna_rsid5992.bed	22	29
lncrna_rsid5993.bed	22	28
lncrna_rsid5994.bed	14	15
lncrna_rsid5995.bed	16	24
lncrna_rsid5996.bed	17	22
lncrna_rsid5997.bed	20	24
lncrna_rsid5998.bed	20	27
lncrna_rsid5999.bed	15	19
lncrna_rsid6000.bed	20	32
lncrna_rsid6001.bed	28	35
lncrna_rsid6002.bed	24	51
lncrna_rsid6003.bed	19	32
lncrna_rsid6004.bed	20	28
lncrna_rsid6005.bed	22	26
lncrna_rsid6006.bed	19	22
lncrna_rsid6007.bed	18	24
lncrna_rsid6008.bed	23	31
lncrna_rsid6009.bed	19	29
lncrna_rsid6010.bed	22	29
lncrna_rsid6011.bed	24	36
lncrna_rsid6012.bed	24	30
lncrna_rsid6013.bed	21	31
lncrna_rsid6014.bed	24	40
lncrna_rsid6015.bed	12	12
lncrna_rsid6016.bed	17	20
lncrna_rsid6017.bed	25	57
lncrna_rsid6018.bed	28	35
lncrna_rsid6019.bed	24	30
lncrna_rsid6020.bed	21	27
lncrna_rsid6021.bed	15	19
lncrna_rsid6022.bed	17	23
lncrna_rsid6023.bed	17	19
lncrna_rsid6024.bed	17	23
lncrna_rsid6025.bed	20	25
lncrna_rsid6026.bed	17	20
lncrna_rsid6027.bed	10	11
lncrna_rsid6028.bed	18	21
lncrna_rsid6029.bed	19	23
lncrna_rsid6030.bed	19	29
lncrna_rsid6031.bed	18	27
lncrna_rsid6032.bed	24	27
lncrna_rsid6033.bed	16	23
lncrna_rsid6034.bed	24	37
lncrna_rsid6035.bed	18	20
lncrna_rsid6036.bed	18	19
lncrna_rsid6037.bed	22	31
lncrna_rsid6038.bed	20	28
lncrna_rsid6039.bed	19	22
lncrna_rsid6040.bed	21	27
lncrna_rsid6041.bed	24	33
lncrna_rsid6042.bed	13	27
lncrna_rsid6043.bed	11	17
lncrna_rsid6044.bed	24	37
lncrna_rsid6045.bed	25	37
lncrna_rsid6046.bed	27	35
lncrna_rsid6047.bed	18	27
lncrna_rsid6048.bed	26	38
lncrna_rsid6049.bed	21	25
lncrna_rsid6050.bed	19	33
lncrna_rsid6051.bed	18	25
lncrna_rsid6052.bed	16	23
lncrna_rsid6053.bed	18	23
lncrna_rsid6054.bed	18	22
lncrna_rsid6055.bed	30	38
lncrna_rsid6056.bed	21	28
lncrna_rsid6057.bed	23	27
lncrna_rsid6058.bed	20	27
lncrna_rsid6059.bed	19	23
lncrna_rsid6060.bed	19	24
lncrna_rsid6061.bed	20	31
lncrna_rsid6062.bed	28	47
lncrna_rsid6063.bed	26	33
lncrna_rsid6064.bed	32	42
lncrna_rsid6065.bed	22	37
lncrna_rsid6066.bed	22	44
lncrna_rsid6067.bed	20	29
lncrna_rsid6068.bed	24	50
lncrna_rsid6069.bed	27	37
lncrna_rsid6070.bed	23	29
lncrna_rsid6071.bed	24	37
lncrna_rsid6072.bed	20	35
lncrna_rsid6073.bed	15	15
lncrna_rsid6074.bed	16	23
lncrna_rsid6075.bed	22	35
lncrna_rsid6076.bed	20	24
lncrna_rsid6077.bed	16	18
lncrna_rsid6078.bed	7	12
lncrna_rsid6079.bed	12	14
lncrna_rsid6080.bed	25	29
lncrna_rsid6081.bed	13	15
lncrna_rsid6082.bed	15	22
lncrna_rsid6083.bed	15	22
lncrna_rsid6084.bed	26	33
lncrna_rsid6085.bed	26	46
lncrna_rsid6086.bed	22	27
lncrna_rsid6087.bed	19	21
lncrna_rsid6088.bed	17	25
lncrna_rsid6089.bed	23	32
lncrna_rsid6090.bed	20	28
lncrna_rsid6091.bed	17	19
lncrna_rsid6092.bed	24	33
lncrna_rsid6093.bed	18	24
lncrna_rsid6094.bed	29	38
lncrna_rsid6095.bed	19	24
lncrna_rsid6096.bed	19	23
lncrna_rsid6097.bed	22	26
lncrna_rsid6098.bed	17	19
lncrna_rsid6099.bed	17	23
lncrna_rsid6100.bed	21	27
lncrna_rsid6101.bed	23	35
lncrna_rsid6102.bed	18	25
lncrna_rsid6103.bed	24	35
lncrna_rsid6104.bed	13	22
lncrna_rsid6105.bed	17	20
lncrna_rsid6106.bed	22	34
lncrna_rsid6107.bed	21	31
lncrna_rsid6108.bed	20	27
lncrna_rsid6109.bed	22	34
lncrna_rsid6110.bed	25	28
lncrna_rsid6111.bed	18	27
lncrna_rsid6112.bed	22	28
lncrna_rsid6113.bed	18	24
lncrna_rsid6114.bed	20	26
lncrna_rsid6115.bed	16	20
lncrna_rsid6116.bed	14	18
lncrna_rsid6117.bed	15	22
lncrna_rsid6118.bed	19	22
